Lat,Lon,Pixval
48.731588977724,-89.770845012567,16
48.731588977724,-89.770594767229,36
48.731588977724,-89.77034452189,31
48.731588977724,-89.770094276551,38
48.731338273499,-89.771845993921,16
48.731338273499,-89.771595748583,35
48.731338273499,-89.771345503244,53
48.731338273499,-89.771095257906,70
48.731338273499,-89.770845012567,86
48.731338273499,-89.770594767229,72
48.731338273499,-89.77034452189,87
48.731338273499,-89.770094276551,75
48.731087569274,-89.772846975276,70
48.731087569274,-89.772596729937,41
48.731087569274,-89.772346484599,44
48.731087569274,-89.77209623926,50
48.731087569274,-89.771845993921,61
48.731087569274,-89.771595748583,47
48.731087569274,-89.771345503244,70
48.731087569274,-89.771095257906,75
48.731087569274,-89.770845012567,70
48.731087569274,-89.770594767229,35
48.731087569274,-89.77034452189,36
48.731087569274,-89.770094276551,53
48.731087569274,-89.769844031213,97
48.730836865048,-89.773597711291,101
48.730836865048,-89.773347465953,107
48.730836865048,-89.773097220614,109
48.730836865048,-89.772846975276,80
48.730836865048,-89.772596729937,73
48.730836865048,-89.772346484599,67
48.730836865048,-89.77209623926,66
48.730836865048,-89.771845993921,61
48.730836865048,-89.771595748583,62
48.730836865048,-89.771345503244,52
48.730836865048,-89.771095257906,61
48.730836865048,-89.770845012567,53
48.730836865048,-89.770594767229,56
48.730836865048,-89.77034452189,67
48.730836865048,-89.770094276551,78
48.730586160823,-89.77384795663,93
48.730586160823,-89.773597711291,101
48.730586160823,-89.773347465953,98
48.730586160823,-89.773097220614,103
48.730586160823,-89.772846975276,83
48.730586160823,-89.772596729937,83
48.730586160823,-89.772346484599,67
48.730586160823,-89.77209623926,80
48.730586160823,-89.771845993921,115
48.730586160823,-89.771595748583,100
48.730586160823,-89.771345503244,84
48.730586160823,-89.771095257906,73
48.730586160823,-89.770845012567,75
48.730586160823,-89.770594767229,95
48.730586160823,-89.77034452189,90
48.730335456598,-89.774098201968,72
48.730335456598,-89.77384795663,90
48.730335456598,-89.773597711291,90
48.730335456598,-89.773347465953,103
48.730335456598,-89.773097220614,95
48.730335456598,-89.772846975276,83
48.730335456598,-89.772596729937,101
48.730335456598,-89.772346484599,112
48.730335456598,-89.77209623926,101
48.730335456598,-89.771845993921,115
48.730335456598,-89.771595748583,114
48.730335456598,-89.771345503244,120
48.730335456598,-89.771095257906,101
48.730335456598,-89.770845012567,90
48.730335456598,-89.770594767229,89
48.730084752372,-89.774098201968,36
48.730084752372,-89.77384795663,36
48.730084752372,-89.773597711291,58
48.730084752372,-89.773347465953,89
48.730084752372,-89.773097220614,70
48.730084752372,-89.772846975276,93
48.730084752372,-89.772596729937,87
48.730084752372,-89.772346484599,103
48.730084752372,-89.77209623926,103
48.730084752372,-89.771845993921,101
48.730084752372,-89.771595748583,103
48.730084752372,-89.771345503244,111
48.730084752372,-89.771095257906,97
48.730084752372,-89.770845012567,95
48.729834048147,-89.774348447307,30
48.729834048147,-89.774098201968,25
48.729834048147,-89.77384795663,58
48.729834048147,-89.773597711291,98
48.729834048147,-89.773347465953,81
48.729834048147,-89.773097220614,101
48.729834048147,-89.772846975276,97
48.729834048147,-89.772596729937,89
48.729834048147,-89.772346484599,98
48.729834048147,-89.77209623926,87
48.729834048147,-89.771845993921,90
48.729834048147,-89.771595748583,112
48.729834048147,-89.771345503244,100
48.729834048147,-89.771095257906,90
48.729583343922,-89.774598692646,33
48.729583343922,-89.774348447307,31
48.729583343922,-89.774098201968,50
48.729583343922,-89.77384795663,90
48.729583343922,-89.773597711291,73
48.729583343922,-89.773347465953,81
48.729583343922,-89.773097220614,101
48.729583343922,-89.772846975276,89
48.729583343922,-89.772596729937,86
48.729583343922,-89.772346484599,93
48.729583343922,-89.77209623926,104
48.729583343922,-89.771845993921,80
48.729583343922,-89.771595748583,111
48.729583343922,-89.771345503244,115
48.729583343922,-89.771095257906,95
48.729332639696,-89.774598692646,30
48.729332639696,-89.774348447307,35
48.729332639696,-89.774098201968,84
48.729332639696,-89.77384795663,59
48.729332639696,-89.773597711291,66
48.729332639696,-89.773347465953,86
48.729332639696,-89.773097220614,80
48.729332639696,-89.772846975276,78
48.729332639696,-89.772596729937,76
48.729332639696,-89.772346484599,95
48.729332639696,-89.77209623926,106
48.729332639696,-89.771845993921,90
48.729332639696,-89.771595748583,123
48.729332639696,-89.771345503244,117
48.729332639696,-89.771095257906,97
48.729332639696,-89.770845012567,106
48.729081935471,-89.774598692646,53
48.729081935471,-89.774348447307,78
48.729081935471,-89.774098201968,97
48.729081935471,-89.77384795663,107
48.729081935471,-89.773597711291,98
48.729081935471,-89.773347465953,103
48.729081935471,-89.773097220614,111
48.729081935471,-89.772846975276,97
48.729081935471,-89.772596729937,117
48.729081935471,-89.772346484599,86
48.729081935471,-89.77209623926,107
48.729081935471,-89.771845993921,97
48.729081935471,-89.771595748583,90
48.729081935471,-89.771345503244,112
48.729081935471,-89.771095257906,125
48.729081935471,-89.770845012567,111
48.728831231246,-89.772846975276,44
48.728831231246,-89.772596729937,67
48.728831231246,-89.772346484599,93
48.728831231246,-89.77209623926,115
48.728831231246,-89.771845993921,114
48.728831231246,-89.771595748583,95
48.728831231246,-89.771345503244,106
48.728831231246,-89.771095257906,112
48.728831231246,-89.770845012567,100
48.728831231246,-89.770594767229,103
48.72858052702,-89.772346484599,30
48.72858052702,-89.77209623926,64
48.72858052702,-89.771845993921,106
48.72858052702,-89.771595748583,100
48.72858052702,-89.771345503244,109
