Lat,Lon,Pixval
48.752621499432,-89.804821014404,
48.752621499432,-89.804570769066,40
48.752621499432,-89.804320523727,31
48.752621499432,-89.804070278389,32
48.752621499432,-89.80382003305,35
48.752621499432,-89.803569787711,42
48.752621499432,-89.803319542373,39
48.752621499432,-89.803069297034,43
48.752621499432,-89.802819051696,37
48.752621499432,-89.802568806357,32
48.752621499432,-89.802318561019,24
48.752621499432,-89.80206831568,18
48.752621499432,-89.801818070341,31
48.752621499432,-89.801567825003,45
48.752621499432,-89.801317579664,50
48.752621499432,-89.801067334326,43
48.752621499432,-89.800817088987,42
48.752621499432,-89.800566843649,40
48.752621499432,-89.80031659831,42
48.752621499432,-89.800066352972,48
48.752621499432,-89.799816107633,34
48.752621499432,-89.799565862294,23
48.752621499432,-89.799315616956,26
48.752621499432,-89.799065371617,45
48.752621499432,-89.798815126279,40
48.752621499432,-89.79856488094,53
48.752370795206,-89.804821014404,
48.752370795206,-89.804570769066,39
48.752370795206,-89.804320523727,45
48.752370795206,-89.804070278389,35
48.752370795206,-89.80382003305,28
48.752370795206,-89.803569787711,35
48.752370795206,-89.803319542373,51
48.752370795206,-89.803069297034,54
48.752370795206,-89.802819051696,54
48.752370795206,-89.802568806357,48
48.752370795206,-89.802318561019,35
48.752370795206,-89.80206831568,31
48.752370795206,-89.801818070341,40
48.752370795206,-89.801567825003,31
48.752370795206,-89.801317579664,48
48.752370795206,-89.801067334326,46
48.752370795206,-89.800817088987,43
48.752370795206,-89.800566843649,34
48.752370795206,-89.80031659831,51
48.752370795206,-89.800066352972,67
48.752370795206,-89.799816107633,51
48.752370795206,-89.799565862294,65
48.752370795206,-89.799315616956,68
48.752370795206,-89.799065371617,62
48.752370795206,-89.798815126279,59
48.752370795206,-89.79856488094,54
48.752120090981,-89.804821014404,
48.752120090981,-89.804570769066,43
48.752120090981,-89.804320523727,42
48.752120090981,-89.804070278389,29
48.752120090981,-89.80382003305,31
48.752120090981,-89.803569787711,45
48.752120090981,-89.803319542373,56
48.752120090981,-89.803069297034,45
48.752120090981,-89.802819051696,31
48.752120090981,-89.802568806357,24
48.752120090981,-89.802318561019,45
48.752120090981,-89.80206831568,46
48.752120090981,-89.801818070341,42
48.752120090981,-89.801567825003,42
48.752120090981,-89.801317579664,40
48.752120090981,-89.801067334326,40
48.752120090981,-89.800817088987,39
48.752120090981,-89.800566843649,68
48.752120090981,-89.80031659831,61
48.752120090981,-89.800066352972,65
48.752120090981,-89.799816107633,81
48.752120090981,-89.799565862294,84
48.752120090981,-89.799315616956,68
48.752120090981,-89.799065371617,57
48.752120090981,-89.798815126279,51
48.752120090981,-89.79856488094,48
48.751869386756,-89.804821014404,
48.751869386756,-89.804570769066,54
48.751869386756,-89.804320523727,53
48.751869386756,-89.804070278389,54
48.751869386756,-89.80382003305,31
48.751869386756,-89.803569787711,39
48.751869386756,-89.803319542373,37
48.751869386756,-89.803069297034,39
48.751869386756,-89.802819051696,31
48.751869386756,-89.802568806357,28
48.751869386756,-89.802318561019,57
48.751869386756,-89.80206831568,57
48.751869386756,-89.801818070341,62
48.751869386756,-89.801567825003,64
48.751869386756,-89.801317579664,61
48.751869386756,-89.801067334326,56
48.751869386756,-89.800817088987,46
48.751869386756,-89.800566843649,54
48.751869386756,-89.80031659831,59
48.751869386756,-89.800066352972,56
48.751869386756,-89.799816107633,61
48.751869386756,-89.799565862294,81
48.751869386756,-89.799315616956,76
48.751869386756,-89.799065371617,73
48.751869386756,-89.798815126279,64
48.751869386756,-89.79856488094,50
48.75161868253,-89.804821014404,
48.75161868253,-89.804570769066,56
48.75161868253,-89.804320523727,43
48.75161868253,-89.804070278389,43
48.75161868253,-89.80382003305,35
48.75161868253,-89.803569787711,42
48.75161868253,-89.803319542373,42
48.75161868253,-89.803069297034,62
48.75161868253,-89.802819051696,50
48.75161868253,-89.802568806357,76
48.75161868253,-89.802318561019,90
48.75161868253,-89.80206831568,106
48.75161868253,-89.801818070341,105
48.75161868253,-89.801567825003,101
48.75161868253,-89.801317579664,64
48.75161868253,-89.801067334326,75
48.75161868253,-89.800817088987,65
48.75161868253,-89.800566843649,59
48.75161868253,-89.80031659831,54
48.75161868253,-89.800066352972,68
48.75161868253,-89.799816107633,70
48.75161868253,-89.799565862294,79
48.75161868253,-89.799315616956,87
48.75161868253,-89.799065371617,84
48.75161868253,-89.798815126279,70
48.75161868253,-89.79856488094,45
48.751367978305,-89.804821014404,
48.751367978305,-89.804570769066,48
48.751367978305,-89.804320523727,48
48.751367978305,-89.804070278389,48
48.751367978305,-89.80382003305,39
48.751367978305,-89.803569787711,40
48.751367978305,-89.803319542373,48
48.751367978305,-89.803069297034,89
48.751367978305,-89.802819051696,90
48.751367978305,-89.802568806357,51
48.751367978305,-89.802318561019,90
48.751367978305,-89.80206831568,112
48.751367978305,-89.801818070341,106
48.751367978305,-89.801567825003,101
48.751367978305,-89.801317579664,94
48.751367978305,-89.801067334326,70
48.751367978305,-89.800817088987,65
48.751367978305,-89.800566843649,54
48.751367978305,-89.80031659831,59
48.751367978305,-89.800066352972,76
48.751367978305,-89.799816107633,76
48.751367978305,-89.799565862294,70
48.751367978305,-89.799315616956,83
48.751367978305,-89.799065371617,68
48.751367978305,-89.798815126279,67
48.751367978305,-89.79856488094,54
48.751117274079,-89.804821014404,
48.751117274079,-89.804570769066,40
48.751117274079,-89.804320523727,45
48.751117274079,-89.804070278389,65
48.751117274079,-89.80382003305,64
48.751117274079,-89.803569787711,50
48.751117274079,-89.803319542373,57
48.751117274079,-89.803069297034,87
48.751117274079,-89.802819051696,89
48.751117274079,-89.802568806357,53
48.751117274079,-89.802318561019,42
48.751117274079,-89.80206831568,51
48.751117274079,-89.801818070341,61
48.751117274079,-89.801567825003,64
48.751117274079,-89.801317579664,72
48.751117274079,-89.801067334326,81
48.751117274079,-89.800817088987,75
48.751117274079,-89.800566843649,65
48.751117274079,-89.80031659831,78
48.751117274079,-89.800066352972,51
48.751117274079,-89.799816107633,51
48.751117274079,-89.799565862294,46
48.751117274079,-89.799315616956,39
48.751117274079,-89.799065371617,73
48.751117274079,-89.798815126279,73
48.751117274079,-89.79856488094,68
48.750866569854,-89.804821014404,
48.750866569854,-89.804570769066,61
48.750866569854,-89.804320523727,75
48.750866569854,-89.804070278389,87
48.750866569854,-89.80382003305,81
48.750866569854,-89.803569787711,42
48.750866569854,-89.803319542373,62
48.750866569854,-89.803069297034,57
48.750866569854,-89.802819051696,45
48.750866569854,-89.802568806357,32
48.750866569854,-89.802318561019,39
48.750866569854,-89.80206831568,43
48.750866569854,-89.801818070341,43
48.750866569854,-89.801567825003,50
48.750866569854,-89.801317579664,61
48.750866569854,-89.801067334326,79
48.750866569854,-89.800817088987,98
